Tabel 2.  Gemiddeld aantal personenauto's per huishouden naar wijk, 1 januari 2023;;;;;
;;;;;
Wijknaam  ;Wijkcode ;Gemeentenaam;Gemeentecode ;Personenauto's per huishouden (afgerond);
Tuindorp De Kievit;WK085553  ;Tilburg                                 ;GM0855;1,4;
Leeuwerik;WK085554  ;Tilburg                                 ;GM0855;1,3;
Dalem Noord;WK085555  ;Tilburg                                 ;GM0855;1,3;
Dalem Zuid;WK085556  ;Tilburg                                 ;GM0855;1,3;
Koolhoven;WK085557  ;Tilburg                                 ;GM0855;1,3;
Witbrant;WK085558  ;Tilburg                                 ;GM0855;1,2;
Bedrijventerrein Kraaiven;WK085559  ;Tilburg                                 ;GM0855;.;
Bedrijventerrein Vossenberg;WK085560  ;Tilburg                                 ;GM0855;.;
De Katsbogten;WK085561  ;Tilburg                                 ;GM0855;.;
Buitengebied Tilburg Zuid-Oost;WK085562  ;Tilburg                                 ;GM0855;.;
Buitengebied Tilburg Zuid-West;WK085563  ;Tilburg                                 ;GM0855;0,8;
Buitengebied Tilburg Noord-Oost;WK085564  ;Tilburg                                 ;GM0855;1,6;
Buitengebied Tilburg Noord-West;WK085565  ;Tilburg                                 ;GM0855;.;
Berkel-Enschot;WK085566  ;Tilburg                                 ;GM0855;1,3;
Udenhout;WK085567  ;Tilburg                                 ;GM0855;1,3;
Biezenmortel;WK085568  ;Tilburg                                 ;GM0855;1,4;
Wijk 00 Valkenswaard;WK085800  ;Valkenswaard                            ;GM0858;1,1;
Wijk 01 Kloosterakkers en Dommelen;WK085801  ;Valkenswaard                            ;GM0858;1,2;
Wijk 02 Borkel en Schaft;WK085802  ;Valkenswaard                            ;GM0858;1,3;
Wijk 00 Veldhoven;WK086100  ;Veldhoven                               ;GM0861;1,1;
Wijk 01 Noordelijk Woongebied;WK086101  ;Veldhoven                               ;GM0861;1,2;
Wijk 02 Oerle;WK086102  ;Veldhoven                               ;GM0861;1,2;
Wijk 00 Vught;WK086500  ;Vught                                   ;GM0865;1,1;
Wijk 01 Vught-Zuid;WK086501  ;Vught                                   ;GM0865;1,1;
Wijk 02 Cromvoirt;WK086502  ;Vught                                   ;GM0865;1,4;
Wijk 03 Helvoirt;WK086503  ;Vught                                   ;GM0865;1,3;
Wijk 00 Waalre;WK086600  ;Waalre                                  ;GM0866;1,2;
Waalwijk;WK086700  ;Waalwijk                                ;GM0867;1,0;
Sprang-Capelle;WK086701  ;Waalwijk                                ;GM0867;1,2;
Waspik;WK086702  ;Waalwijk                                ;GM0867;1,3;
Wijk 00 Hoogerheide en Woensdrecht;WK087300  ;Woensdrecht                             ;GM0873;1,2;
Wijk 01 Huijbergen;WK087301  ;Woensdrecht                             ;GM0873;1,4;
Wijk 02 Ossendrecht;WK087302  ;Woensdrecht                             ;GM0873;1,2;
Wijk 03 Putte;WK087303  ;Woensdrecht                             ;GM0873;1,1;
Wijk 00 Zundert;WK087900  ;Zundert                                 ;GM0879;1,1;
Wijk 01 Klein - Zundert;WK087901  ;Zundert                                 ;GM0879;1,5;
Wijk 02 Wernhout;WK087902  ;Zundert                                 ;GM0879;1,3;
Wijk 03 Achtmaal;WK087903  ;Zundert                                 ;GM0879;1,4;
Wijk 04 Rijsbergen;WK087904  ;Zundert                                 ;GM0879;1,3;
Wijk 00 Wormer;WK088000  ;Wormerland                              ;GM0880;1,0;
Wijk 01 Wijdewormer;WK088001  ;Wormerland                              ;GM0880;1,3;
Wijk 02 Jisp;WK088002  ;Wormerland                              ;GM0880;1,3;
Wijk 00 Schaesberg;WK088200  ;Landgraaf                               ;GM0882;1,1;
Wijk 01 Nieuwenhagen;WK088201  ;Landgraaf                               ;GM0882;1,1;
Wijk 02 Ubach over Worms;WK088202  ;Landgraaf                               ;GM0882;1,2;
Wijk 00 Beek - Spaubeek;WK088800  ;Beek                                    ;GM0888;1,2;
Wijk 01 Beek-Zuid;WK088801  ;Beek                                    ;GM0888;1,3;
Wijk 00 Reuver;WK088900  ;Beesel                                  ;GM0889;1,1;
Wijk 01 Beesel;WK088901  ;Beesel                                  ;GM0889;1,3;
Aijen;WK089301  ;Bergen (L.)                             ;GM0893;1,8;
Oud-Bergen;WK089302  ;Bergen (L.)                             ;GM0893;1,5;
Nieuw-Bergen;WK089303  ;Bergen (L.)                             ;GM0893;1,2;
Afferden;WK089304  ;Bergen (L.)                             ;GM0893;1,4;
Siebengewald;WK089305  ;Bergen (L.)                             ;GM0893;1,4;
Well;WK089306  ;Bergen (L.)                             ;GM0893;1,4;
Wellerlooi;WK089307  ;Bergen (L.)                             ;GM0893;1,5;
Wijk 01 Brunssum-West;WK089901  ;Brunssum                                ;GM0899;1,2;
Wijk 02 Brunssum-Noord;WK089902  ;Brunssum                                ;GM0899;1,0;
Wijk 03 Brunssum-Oost;WK089903  ;Brunssum                                ;GM0899;1,1;
Wijk 04 Brunssum-Zuid;WK089904  ;Brunssum                                ;GM0899;1,3;
Wijk 05 Brunssum-Centrum;WK089905  ;Brunssum                                ;GM0899;1,1;
Wijk 00 Milsbeek;WK090700  ;Gennep                                  ;GM0907;1,4;
Wijk 01 Ottersum;WK090701  ;Gennep                                  ;GM0907;1,4;
Wijk 02 Ven-Zelderheide;WK090702  ;Gennep                                  ;GM0907;1,4;
Wijk 03 Gennep;WK090703  ;Gennep                                  ;GM0907;1,1;
Wijk 04 Heijen;WK090704  ;Gennep                                  ;GM0907;1,0;
Wijk 10 Maria Gewanden en Terschuren;WK091710  ;Heerlen                                 ;GM0917;1,0;
Wijk 11 Mariarade;WK091711  ;Heerlen                                 ;GM0917;1,1;
Wijk 12 Hoensbroek-De Dem;WK091712  ;Heerlen                                 ;GM0917;0,9;
Wijk 13 Nieuw Lotbroek;WK091713  ;Heerlen                                 ;GM0917;1,1;
Wijk 14 De Koumen;WK091714  ;Heerlen                                 ;GM0917;1,0;
Wijk 20 Vrieheide-De Stack;WK091720  ;Heerlen                                 ;GM0917;1,0;
Wijk 21 Heerlerheide-Passart;WK091721  ;Heerlen                                 ;GM0917;0,8;
Wijk 22 Heksenberg;WK091722  ;Heerlen                                 ;GM0917;1,1;
Wijk 23 De Hei;WK091723  ;Heerlen                                 ;GM0917;.;
Wijk 24 Rennemig-Beersdal;WK091724  ;Heerlen                                 ;GM0917;1,1;
Wijk 30 Zeswegen-Nieuw Husken;WK091730  ;Heerlen                                 ;GM0917;1,0;
Wijk 31 Schandelen-Grasbroek;WK091731  ;Heerlen                                 ;GM0917;0,8;
Wijk 32 Meezenbroek-Schaesbergerveld;WK091732  ;Heerlen                                 ;GM0917;0,9;
Wijk 33 Heerlen-Centrum;WK091733  ;Heerlen                                 ;GM0917;0,6;
Wijk 34 Eikenderveld;WK091734  ;Heerlen                                 ;GM0917;0,7;
Wijk 35 Woonboulevard-Ten Esschen;WK091735  ;Heerlen                                 ;GM0917;1,5;
Wijk 36 Welten-Benzenrade;WK091736  ;Heerlen                                 ;GM0917;1,1;
Wijk 37 Bekkerveld;WK091737  ;Heerlen                                 ;GM0917;1,0;
Wijk 38 Caumerveld-Douve Weien;WK091738  ;Heerlen                                 ;GM0917;1,0;
Wijk 39 Molenberg;WK091739  ;Heerlen                                 ;GM0917;0,9;
Wijk 40 Heerlerbaan-Centrum;WK091740  ;Heerlen                                 ;GM0917;0,9;
Wijk 41 Heerlerbaan-Schil;WK091741  ;Heerlen                                 ;GM0917;1,1;
Wijk 42 De Beitel;WK091742  ;Heerlen                                 ;GM0917;.;
Wijk 00 Kerkrade-West;WK092800  ;Kerkrade                                ;GM0928;1,1;
Wijk 01 Kerkrade-Oost;WK092801  ;Kerkrade                                ;GM0928;0,9;
Wijk 02 Kerkrade-Noord;WK092802  ;Kerkrade                                ;GM0928;1,1;
Wijk 00 Centrum;WK093500  ;Maastricht                              ;GM0935;0,3;
Wijk 01 Buitenwijk Zuidwest;WK093501  ;Maastricht                              ;GM0935;0,9;
Wijk 02 Buitenwijk West;WK093502  ;Maastricht                              ;GM0935;0,7;
Wijk 03 Buitenwijk Noordwest;WK093503  ;Maastricht                              ;GM0935;0,7;
Wijk 04 Buitenwijk Oost;WK093504  ;Maastricht                              ;GM0935;0,6;
Wijk 05 Buitenwijk Noordoost;WK093505  ;Maastricht                              ;GM0935;1,0;
Wijk 06 Buitenwijk Zuidoost;WK093506  ;Maastricht                              ;GM0935;0,8;
Wijk 00 Meerssen;WK093800  ;Meerssen                                ;GM0938;1,0;
Wijk 01 Ulestraten;WK093801  ;Meerssen                                ;GM0938;1,3;
Wijk 02 Bunde - Geulle;WK093802  ;Meerssen                                ;GM0938;1,3;
Wijk 00 Mook;WK094400  ;Mook en Middelaar                       ;GM0944;1,2;
Wijk 01 Middelaar;WK094401  ;Mook en Middelaar                       ;GM0944;1,4;
Wijk 01 Nederweert;WK094601  ;Nederweert                              ;GM0946;1,2;
Wijk 02 Budschop;WK094602  ;Nederweert                              ;GM0946;1,3;
Wijk 03 Ospel;WK094603  ;Nederweert                              ;GM0946;1,4;
Wijk 04 Nederweert-Eind;WK094604  ;Nederweert                              ;GM0946;1,5;
Wijk 05 Leveroy;WK094605  ;Nederweert                              ;GM0946;1,5;
Wijk 00 Centrum;WK095700  ;Roermond                                ;GM0957;0,8;
Wijk 01 Roermond-Oost;WK095701  ;Roermond                                ;GM0957;0,7;
Wijk 02 Roermond-Zuid;WK095702  ;Roermond                                ;GM0957;1,0;
Wijk 03 Maasniel;WK095703  ;Roermond                                ;GM0957;1,1;
Wijk 04 Donderberg;WK095704  ;Roermond                                ;GM0957;0,9;
Wijk 05 Hoogvonderen;WK095705  ;Roermond                                ;GM0957;1,1;
Wijk 06 Asenray;WK095706  ;Roermond                                ;GM0957;1,4;
Wijk 07 Herten;WK095707  ;Roermond                                ;GM0957;1,2;
Wijk 08 Swalmen;WK095708  ;Roermond                                ;GM0957;1,2;
Wijk 09 Maasplassen;WK095709  ;Roermond                                ;GM0957;1,3;
Wijk 00 Simpelveld;WK096500  ;Simpelveld                              ;GM0965;1,1;
Wijk 01 Bocholtz;WK096501  ;Simpelveld                              ;GM0965;1,3;
Wijk 00 Stein;WK097100  ;Stein                                   ;GM0971;1,2;
Wijk 01 Elsloo;WK097101  ;Stein                                   ;GM0971;1,3;
Wijk 02 Urmond;WK097102  ;Stein                                   ;GM0971;1,3;
Wijk 00 Vijlen-Lemiers;WK098100  ;Vaals                                   ;GM0981;1,3;
Wijk 01 Vaals;WK098101  ;Vaals                                   ;GM0981;0,7;
Wijk 11 Venlo-Centrum;WK098311  ;Venlo                                   ;GM0983;0,6;
Wijk 12 Venlo-Zuid;WK098312  ;Venlo                                   ;GM0983;0,9;
Wijk 13 Venlo-Oost-Noord;WK098313  ;Venlo                                   ;GM0983;1,0;
Wijk 14 Venlo-Noord;WK098314  ;Venlo                                   ;GM0983;0,8;
Wijk 15 Venlo-Oost-Zuid;WK098315  ;Venlo                                   ;GM0983;1,0;
Wijk 16 Het Ven;WK098316  ;Venlo                                   ;GM0983;1,3;
Wijk 21 Blerick-Midden;WK098321  ;Venlo                                   ;GM0983;0,8;
Wijk 22 Blerick-Noord;WK098322  ;Venlo                                   ;GM0983;0,9;
Wijk 23 Blerick-Zuid;WK098323  ;Venlo                                   ;GM0983;0,8;
Wijk 24 Vossener;WK098324  ;Venlo                                   ;GM0983;1,1;
Wijk 25 Klingerberg;WK098325  ;Venlo                                   ;GM0983;1,1;
Wijk 26 Hout-Blerick;WK098326  ;Venlo                                   ;GM0983;1,3;
Wijk 27 Boekend;WK098327  ;Venlo                                   ;GM0983;1,4;
Wijk 28 Trade-Port;WK098328  ;Venlo                                   ;GM0983;1,2;
Wijk 31 Tegelen-Centrum;WK098331  ;Venlo                                   ;GM0983;1,0;
Wijk 32 Op de Hei;WK098332  ;Venlo                                   ;GM0983;1,0;
Wijk 35 Steyl;WK098335  ;Venlo                                   ;GM0983;1,1;
Wijk 41 Velden;WK098341  ;Venlo                                   ;GM0983;1,2;
Wijk 43 Lomm;WK098343  ;Venlo                                   ;GM0983;1,3;
Wijk 44 Arcen;WK098344  ;Venlo                                   ;GM0983;1,3;
Wijk 51 Belfeld;WK098351  ;Venlo                                   ;GM0983;1,2;
Heide;WK098401  ;Venray                                  ;GM0984;1,3;
Ysselsteyn;WK098402  ;Venray                                  ;GM0984;1,3;
Merselo;WK098403  ;Venray                                  ;GM0984;1,4;
Vredepeel;WK098404  ;Venray                                  ;GM0984;1,6;
Smakt;WK098405  ;Venray                                  ;GM0984;1,6;
Oostrum;WK098406  ;Venray                                  ;GM0984;1,1;
Oirlo;WK098407  ;Venray                                  ;GM0984;1,3;
Castenray;WK098408  ;Venray                                  ;GM0984;1,4;
Veulen;WK098409  ;Venray                                  ;GM0984;1,5;
Leunen;WK098410  ;Venray                                  ;GM0984;1,3;
Centrum;WK098411  ;Venray                                  ;GM0984;0,8;
Oost;WK098412  ;Venray                                  ;GM0984;1,0;
West;WK098413  ;Venray                                  ;GM0984;0,7;
Vlakwater;WK098414  ;Venray                                  ;GM0984;1,4;
Veltum;WK098415  ;Venray                                  ;GM0984;1,1;
Brukske;WK098416  ;Venray                                  ;GM0984;1,0;
Landweert;WK098417  ;Venray                                  ;GM0984;1,2;
Smakterheide;WK098418  ;Venray                                  ;GM0984;1,2;
Brabander;WK098419  ;Venray                                  ;GM0984;1,4;
St. Antoniusveld;WK098420  ;Venray                                  ;GM0984;1,2;
Wanssum;WK098421  ;Venray                                  ;GM0984;1,3;
Geijsteren;WK098422  ;Venray                                  ;GM0984;1,3;
Blitterswijck;WK098423  ;Venray                                  ;GM0984;1,3;
Wijk 01 Voerendaal;WK098601  ;Voerendaal                              ;GM0986;1,1;
Wijk02 Kunrade;WK098602  ;Voerendaal                              ;GM0986;1,3;
Wijk 03 Ubachsberg;WK098603  ;Voerendaal                              ;GM0986;1,4;
Wijk 04 Klimmen;WK098604  ;Voerendaal                              ;GM0986;1,4;
Wijk 05 Ransdaal;WK098605  ;Voerendaal                              ;GM0986;1,3;
Wijk 09 Verspreide huizen Voerendaal;WK098609  ;Voerendaal                              ;GM0986;1,1;
Wijk 01 Boshoven;WK098801  ;Weert                                   ;GM0988;1,2;
Wijk 02 Laar en Hushoven;WK098802  ;Weert                                   ;GM0988;1,3;
Wijk 03 Molenakker en Kampershoek;WK098803  ;Weert                                   ;GM0988;1,3;
Wijk 11 Weert-Centrum;WK098811  ;Weert                                   ;GM0988;0,7;
Wijk 12 Biest;WK098812  ;Weert                                   ;GM0988;1,0;
Wijk 13 Groenewoud;WK098813  ;Weert                                   ;GM0988;0,9;
Wijk 14 Fatima;WK098814  ;Weert                                   ;GM0988;0,9;
Wijk 21 Keent;WK098821  ;Weert                                   ;GM0988;0,9;
Wijk 22 Moesel;WK098822  ;Weert                                   ;GM0988;1,0;
Wijk 23 Graswinkel;WK098823  ;Weert                                   ;GM0988;1,1;
